CustomerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,TechSupport,SeniorCitizen,Churn
ID_909,56,25.834589392024156,3607.0427389306283,One year,DSL,Electronic check,No,0,Yes
ID_910,50,112.59112846211204,1074.2040377297503,Month-to-month,No,Mailed check,No,1,No
ID_911,42,29.76833921884449,6793.009748650883,One year,DSL,Bank transfer,Yes,1,Yes
ID_912,59,117.03801036110164,7524.862986524792,One year,Fiber optic,Credit card,No,0,No
ID_913,42,62.05046602906292,7258.182583217661,One year,No,Credit card,No,0,No
ID_914,10,43.55738327811751,7204.473745014166,Month-to-month,DSL,Mailed check,No,1,No
ID_915,12,108.39918975039697,4352.655043012195,Two year,No,Bank transfer,Yes,0,Yes
ID_916,13,73.1069144708894,7897.650032265608,One year,DSL,Bank transfer,Yes,0,No
ID_917,53,56.10471934725793,5383.999887302288,Two year,DSL,Electronic check,Yes,0,No
ID_918,14,62.837487968894514,4442.489097791657,One year,Fiber optic,Bank transfer,No,1,Yes
ID_919,28,21.77680562168321,4988.375321288963,Month-to-month,DSL,Credit card,No,1,No
ID_920,7,82.27950244497929,2618.8450421880675,One year,Fiber optic,Credit card,No,0,No
ID_921,22,114.33160570580932,2958.544916412032,Month-to-month,DSL,Electronic check,No,1,No
ID_922,17,50.049842861964216,6304.301183700595,Month-to-month,DSL,Credit card,No,0,No
ID_923,24,77.01979642305446,87.41028461098779,Two year,No,Electronic check,No,1,No
ID_924,71,82.81068420852253,2393.5643014432744,Two year,No,Mailed check,No,1,No
ID_925,15,118.09228001411671,6256.899043040405,Month-to-month,Fiber optic,Bank transfer,Yes,1,No
ID_926,28,102.69877336947862,2613.0514519045296,Month-to-month,DSL,Mailed check,No,1,No
ID_927,32,50.94088593575793,5608.7024091755,One year,Fiber optic,Credit card,Yes,0,Yes
ID_928,42,26.474245987741376,4234.218877508957,Two year,DSL,Mailed check,No,1,No
ID_929,61,63.52724407026922,95.14081847256251,Month-to-month,DSL,Mailed check,Yes,0,Yes
ID_930,67,97.14112922936614,400.88738846156883,Month-to-month,No,Credit card,No,1,No
ID_931,35,54.58874968356849,7822.952249850328,Month-to-month,Fiber optic,Mailed check,No,0,No
ID_932,21,22.2906585675212,6671.70449950489,Month-to-month,DSL,Bank transfer,Yes,0,No
ID_933,6,25.918477882928308,167.3001806337562,One year,DSL,Bank transfer,No,0,No
ID_934,45,67.4474782699258,7881.227159116209,Month-to-month,Fiber optic,Mailed check,No,0,Yes
ID_935,39,30.410998144387626,1707.9387527436777,One year,No,Bank transfer,No,0,No
ID_936,36,71.49024723378305,6649.535503876837,One year,No,Credit card,Yes,0,Yes
ID_937,25,86.1779367413947,3430.4631950023063,One year,No,Electronic check,Yes,0,Yes
ID_938,7,51.117046996356144,2024.935260158152,Month-to-month,DSL,Credit card,Yes,0,No
ID_939,31,106.31147673346678,1759.5551325244908,Two year,No,Electronic check,No,0,No
ID_940,1,31.094930950147095,5420.97104334281,Two year,No,Electronic check,No,0,Yes
ID_941,28,50.52833908433813,6260.922348622348,Month-to-month,No,Mailed check,Yes,0,No
ID_942,46,76.37049042207445,2894.231374517945,One year,No,Electronic check,No,0,No
ID_943,41,39.046650690139415,1096.540343755356,Month-to-month,DSL,Bank transfer,Yes,0,Yes
ID_944,50,115.40108939663955,7085.087502750134,Two year,No,Electronic check,No,1,Yes
ID_945,14,96.41080073929155,2022.3543745369866,Two year,DSL,Bank transfer,Yes,0,No
ID_946,7,71.52084459839458,598.8351816192342,Two year,Fiber optic,Electronic check,Yes,0,No
ID_947,44,45.854544649147,6631.513667520357,Month-to-month,No,Mailed check,No,0,Yes
ID_948,36,110.65274725312034,3994.5165642999364,Month-to-month,DSL,Bank transfer,No,1,Yes
ID_949,24,24.192766310242966,625.0165008160075,One year,No,Bank transfer,No,1,No
ID_950,30,74.78541188260382,7851.26010674326,Month-to-month,Fiber optic,Electronic check,No,1,Yes
ID_951,34,79.7902835552168,7278.36438118498,Two year,Fiber optic,Bank transfer,No,0,No
ID_952,25,51.72026256088806,2161.589638153944,One year,Fiber optic,Electronic check,Yes,0,No
ID_953,34,42.72703907459412,4650.65528153193,Month-to-month,No,Mailed check,Yes,1,No
ID_954,54,35.13752961194251,3426.305162375246,One year,No,Credit card,Yes,1,No
ID_955,38,115.29730531754285,1473.9271027995435,One year,No,Electronic check,No,1,Yes
ID_956,24,32.54560610807888,4750.307902661793,Month-to-month,Fiber optic,Bank transfer,No,0,No
ID_957,67,53.0239785857004,3506.2343678202446,One year,Fiber optic,Bank transfer,No,0,No
ID_958,2,33.485579084372155,5857.9061045601975,Month-to-month,DSL,Mailed check,No,1,No
ID_959,47,58.00451129370344,3241.5172089817456,Month-to-month,No,Credit card,Yes,1,No
ID_960,38,112.19044125013622,1419.502519588067,Two year,Fiber optic,Mailed check,Yes,0,Yes
ID_961,49,103.06665704996018,6422.384657571844,Month-to-month,No,Bank transfer,Yes,1,No
ID_962,24,91.5659140112864,5578.054264302374,One year,Fiber optic,Credit card,Yes,0,No
ID_963,36,43.00680595755881,4108.109798268237,Two year,No,Mailed check,No,1,No
ID_964,5,117.77300847574554,5236.270428642131,Month-to-month,DSL,Mailed check,No,1,No
ID_965,51,72.16502151665183,3731.1709599445394,Two year,DSL,Credit card,No,1,No
ID_966,39,28.908174625500052,5967.61767161278,Two year,Fiber optic,Mailed check,No,0,No
ID_967,54,84.68487243640118,815.8976713076497,One year,DSL,Credit card,Yes,1,Yes
ID_968,6,49.40389885601531,5941.548131823327,Month-to-month,No,Credit card,No,0,No
ID_969,64,48.43427857312035,2346.520317537692,One year,DSL,Bank transfer,No,0,Yes
ID_970,66,37.85817381113267,4978.860217810969,One year,DSL,Credit card,Yes,0,Yes
ID_971,47,22.528175736444837,6870.4459888798565,Month-to-month,Fiber optic,Credit card,No,1,No
ID_972,68,94.28574456432257,6842.137323517239,Month-to-month,No,Credit card,Yes,0,No
ID_973,55,41.081021146998495,2952.0861881645646,Two year,Fiber optic,Bank transfer,Yes,0,Yes
ID_974,16,83.89995517123427,6081.678976557662,Month-to-month,DSL,Electronic check,No,0,Yes
ID_975,38,52.53921435647374,2294.666036029618,Two year,Fiber optic,Mailed check,No,1,No
ID_976,15,84.20061029989549,6319.153713242629,Month-to-month,DSL,Credit card,Yes,0,No
ID_977,3,71.48331839439268,4484.356582416842,Month-to-month,DSL,Bank transfer,Yes,1,No
ID_978,6,65.39542640453016,7715.474762713541,One year,DSL,Bank transfer,No,0,Yes
ID_979,47,105.12506232162255,1631.52177845681,Month-to-month,Fiber optic,Bank transfer,No,0,No
ID_980,10,116.29401478927637,3616.4889013349557,One year,DSL,Electronic check,No,0,Yes
ID_981,63,73.59586434326994,191.48322522806342,Month-to-month,Fiber optic,Bank transfer,Yes,0,No
ID_982,56,69.33035905328045,3733.0426421053608,One year,No,Bank transfer,Yes,1,No
ID_983,67,114.44320548872537,736.2507994119309,Month-to-month,No,Electronic check,Yes,0,Yes
ID_984,52,41.15182132544635,3599.358003152036,Month-to-month,No,Electronic check,No,1,No
ID_985,12,51.26090060762061,2650.6006582048626,Month-to-month,Fiber optic,Electronic check,Yes,0,Yes
ID_986,2,61.87012084832372,5062.4914104096715,Two year,No,Mailed check,Yes,1,No
ID_987,45,69.17359229707603,5723.841271866149,One year,Fiber optic,Electronic check,Yes,1,No
ID_988,49,83.84442350714593,2018.15254968021,Two year,No,Credit card,No,1,No
ID_989,24,43.45864943318693,1818.7264152297566,Two year,Fiber optic,Bank transfer,Yes,0,No
ID_990,4,34.45376050596384,136.1645833447186,Month-to-month,DSL,Credit card,Yes,1,No
ID_991,16,75.85518055679424,6986.959062061136,Month-to-month,DSL,Mailed check,No,1,No
ID_992,39,90.07901065013645,2683.004349234439,One year,DSL,Bank transfer,No,0,Yes
ID_993,47,32.219995716684764,4504.828436620969,Month-to-month,Fiber optic,Credit card,No,1,No
ID_994,60,59.00595306860642,3779.031885788685,Month-to-month,No,Mailed check,Yes,0,No
ID_995,65,65.66952983593826,5808.840359078044,Month-to-month,No,Electronic check,No,0,Yes
ID_996,32,92.58813866279222,2056.1482956014015,One year,Fiber optic,Mailed check,No,1,Yes
ID_997,56,80.30286121067525,6678.378226429049,One year,DSL,Electronic check,No,1,No
ID_998,54,32.76408306369065,5841.266250265633,Two year,No,Electronic check,Yes,0,No
ID_999,28,47.7302007922256,3627.313765089723,Month-to-month,DSL,Mailed check,Yes,1,Yes
